open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume,ignore,datetime
1697500800000,1599.99,1601.06,1552.62,1565.94,341.0853,1697587199999,540102.548628,2375,126.7269,200515.976481,0,2023-10-17
1697587200000,1565.96,1584.84,1556.54,1564.13,167.8499,1697673599999,263554.166885,1753,61.8902,97190.886209,0,2023-10-18
1697673600000,1561.96,1573.41,1542.03,1567.0,261.9368,1697759999999,408248.100839,1704,151.5722,236290.499118,0,2023-10-19
1697760000000,1566.18,1621.55,1562.27,1604.05,561.1947,1697846399999,895269.297383,3560,273.5229,436834.999449,0,2023-10-20
1697846400000,1605.07,1640.0,1592.62,1629.05,445.9188,1697932799999,720671.390028,2253,252.782,408986.149235,0,2023-10-21
1697932800000,1630.51,1661.54,1621.49,1661.29,255.3187,1698019199999,418852.632659,2124,172.1208,282713.78196,0,2023-10-22
1698019200000,1661.51,1784.94,1654.31,1761.61,1192.506,1698105599999,2039908.157695,6753,697.8049,1195146.145733,0,2023-10-23
1698105600000,1762.83,1850.0,1757.31,1785.54,1319.9722,1698191999999,2381090.252941,7823,663.771,1199029.105014,0,2023-10-24
1698192000000,1783.88,1807.76,1760.01,1786.58,714.6382,1698278399999,1279018.064798,5908,507.4913,908566.8046,0,2023-10-25
1698278400000,1786.0,1860.0,1764.31,1800.44,711.4195,1698364799999,1279744.630413,5986,475.3713,855179.635083,0,2023-10-26
1698364800000,1802.0,1802.96,1747.89,1778.03,318.9157,1698451199999,567581.067598,3071,181.1899,322405.288047,0,2023-10-27
1698451200000,1778.03,1799.79,1770.81,1777.08,138.7611,1698537599999,247321.526844,1783,83.3956,148772.791105,0,2023-10-28
1698537600000,1773.9,1810.65,1763.22,1795.82,220.1371,1698623999999,394438.105675,2057,143.9795,258108.375095,0,2023-10-29
1698624000000,1797.2,1829.7,1779.07,1808.57,483.3278,1698710399999,873926.208491,3402,264.129,477909.299335,0,2023-10-30
1698710400000,1809.7,1817.87,1782.55,1814.98,363.3701,1698796799999,655109.670157,3017,184.5083,332878.564355,0,2023-10-31
1698796800000,1814.84,1855.58,1783.44,1845.9,651.2786,1698883199999,1185941.812289,4592,388.1698,707063.155006,0,2023-11-01
1698883200000,1846.58,1874.69,1788.0,1800.72,604.7416,1698969599999,1108007.489508,4403,295.3631,542874.956094,0,2023-11-02
1698969600000,1800.72,1834.23,1781.74,1830.98,301.3564,1699055999999,543339.493039,2459,141.4472,255083.978423,0,2023-11-03
1699056000000,1832.84,1866.42,1823.69,1855.38,353.6137,1699142399999,650769.018598,3030,212.2205,390864.53633,0,2023-11-04
1699142400000,1856.26,1911.55,1844.72,1892.71,853.9645,1699228799999,1605490.521173,5918,495.8603,930607.572686,0,2023-11-05
1699228800000,1892.54,1913.46,1870.28,1900.8,439.684,1699315199999,831994.266049,3831,214.1674,405117.082418,0,2023-11-06
1699315200000,1901.36,1904.54,1850.65,1886.39,526.4034,1699401599999,992715.207959,4416,219.4858,414003.443524,0,2023-11-07
1699401600000,1886.39,1903.11,1874.0,1888.61,391.6756,1699487999999,740870.862939,2516,204.7667,387859.742022,0,2023-11-08
1699488000000,1888.0,2132.2,1883.0,2121.32,2649.4758,1699574399999,5314883.748825,13315,1420.0281,2842561.643843,0,2023-11-09
1699574400000,2119.56,2137.24,2066.11,2078.0,852.2736,1699660799999,1787690.500245,5353,466.7401,979538.829274,0,2023-11-10
1699660800000,2078.01,2088.78,2033.08,2051.42,756.4639,1699747199999,1560592.750545,5035,369.8593,763403.549718,0,2023-11-11
1699747200000,2052.46,2066.64,2021.97,2044.51,269.1027,1699833599999,551491.650381,2867,137.1871,281520.1449,0,2023-11-12
1699833600000,2046.57,2117.61,2030.32,2054.98,907.0979,1699919999999,1879310.739975,6768,450.8416,936135.098673,0,2023-11-13
1699920000000,2055.17,2063.76,1961.0,1979.43,642.6826,1700006399999,1294012.491415,5560,243.5202,490833.741463,0,2023-11-14
1700006400000,1979.92,2061.44,1968.64,2060.03,795.7866,1700092799999,1608689.870892,4648,429.1427,867069.926863,0,2023-11-15
1700092800000,2060.02,2090.11,1941.0,1962.08,1689.4174,1700179199999,3425227.648827,8505,476.4158,964483.70388,0,2023-11-16
1700179200000,1962.43,1989.22,1912.33,1959.02,472.5594,1700265599999,923637.223088,4429,237.1561,464613.50694,0,2023-11-17
1700265600000,1961.8,1970.83,1923.43,1960.52,250.3654,1700351999999,487834.251643,2828,135.474,264137.225771,0,2023-11-18
1700352000000,1963.48,2014.68,1944.32,2011.62,370.3886,1700438399999,732475.593541,3507,224.0373,443579.779832,0,2023-11-19
1700438400000,2013.69,2061.0,1994.58,2020.53,670.5093,1700524799999,1360705.448711,5601,382.3285,776539.8777,0,2023-11-20
1700524800000,2021.97,2034.31,1935.53,1938.09,689.8401,1700611199999,1370466.15567,5524,253.0863,506025.786035,0,2023-11-21
1700611200000,1935.19,2088.0,1931.62,2064.05,828.888,1700697599999,1678270.524357,5834,495.1803,1005142.597735,0,2023-11-22
1700697600000,2063.69,2085.65,2040.06,2063.03,401.0987,1700783999999,826582.489724,2438,235.756,486437.276481,0,2023-11-23
1700784000000,2062.83,2130.94,2059.77,2081.63,595.1295,1700870399999,1246084.232563,4059,376.5731,789690.151919,0,2023-11-24
1700870400000,2081.09,2090.11,2066.49,2083.77,288.0283,1700956799999,599454.782373,1661,142.8406,297292.992056,0,2023-11-25
1700956800000,2083.34,2094.13,2037.66,2063.68,237.1936,1701043199999,490679.45538,2175,131.415,272235.496576,0,2023-11-26
1701043200000,2063.24,2071.41,1990.0,2026.75,337.0369,1701129599999,681348.800051,3507,136.5915,276847.361417,0,2023-11-27
1701129600000,2028.78,2073.68,1995.95,2049.79,455.1534,1701215999999,928439.256041,3108,208.678,426359.734201,0,2023-11-28
1701216000000,2049.79,2074.06,2020.0,2030.27,315.0084,1701302399999,644826.495752,2154,156.8425,321333.790441,0,2023-11-29
1701302400000,2029.47,2054.44,2022.28,2050.4,252.0336,1701388799999,513816.493173,1938,139.4429,284430.6537,0,2023-11-30
1701388800000,2053.39,2104.19,2045.45,2086.18,824.8716,1701475199999,1719820.268881,3697,481.5005,1003971.054984,0,2023-12-01
1701475200000,2086.71,2178.0,2086.37,2162.06,634.9864,1701561599999,1344567.2182605,3763,451.6828,953638.8770135,0,2023-12-02
1701561600000,2162.3,2211.94,2149.82,2191.22,349.08137,1701647999999,759733.3298711,2966,187.25217,408009.4897065,0,2023-12-03
1701648000000,2193.52,2271.73,2192.84,2242.26,709.28527,1701734399999,1582974.857493,5509,382.0489,853177.479188,0,2023-12-04
1701734400000,2242.17,2309.04,2190.35,2296.53,727.61739,1701820799999,1641251.7387047,5833,404.43049,913661.2929507,0,2023-12-05
1701820800000,2292.95,2311.51,2221.1,2233.38,732.6592,1701907199999,1663073.462254,5494,314.8708,714987.426694,0,2023-12-06
1701907200000,2233.38,2372.97,2230.0,2356.2,865.33101,1701993599999,1985636.1307988,6646,374.91941,862595.4539278,0,2023-12-07
1701993600000,2354.79,2384.23,2339.06,2359.11,628.1611,1702079999999,1481782.681069,4363,330.36254,779435.78952,0,2023-12-08
1702080000000,2359.73,2400.0,2330.01,2339.79,745.4948,1702166399999,1756413.3294874,4629,437.685,1030269.9724364,0,2023-12-09
1702166400000,2339.79,2373.41,2322.91,2352.3,378.2582,1702252799999,887472.866718,2193,254.8764,597737.198215,0,2023-12-10
1702252800000,2352.52,2354.37,2157.56,2226.63,1027.1113,1702339199999,2294301.636322,6949,486.3968,1086106.952023,0,2023-12-11
1702339200000,2225.69,2243.28,2167.86,2203.76,347.512,1702425599999,768683.035245,3297,193.8422,429468.58641,0,2023-12-12
1702425600000,2204.07,2282.68,2147.0,2261.97,540.9405,1702511999999,1201754.400638,4227,268.4979,597636.149168,0,2023-12-13
1702512000000,2261.79,2331.25,2237.26,2315.87,501.8939,1702598399999,1144890.321261,4666,304.7216,695538.134522,0,2023-12-14
1702598400000,2316.08,2318.5,2212.82,2217.76,300.296,1702684799999,677340.891271,3481,120.9305,272806.048573,0,2023-12-15
1702684800000,2219.18,2263.15,2211.62,2229.56,198.1921,1702771199999,444433.949921,2359,85.7753,192563.776382,0,2023-12-16
1702771200000,2229.0,2248.7,2195.0,2196.92,230.3741,1702857599999,511483.310574,2349,108.6142,241502.38309,0,2023-12-17
1702857600000,2197.98,2223.49,2117.96,2218.91,639.9832,1702943999999,1384778.120249,4003,271.4296,587670.003098,0,2023-12-18
1702944000000,2219.87,2253.28,2137.05,2179.38,375.8351,1703030399999,831107.366159,3645,202.8244,449378.207899,0,2023-12-19
1703030400000,2180.67,2264.4,2159.08,2201.03,545.7627,1703116799999,1206301.462702,4506,312.5068,692194.805246,0,2023-12-20
1703116800000,2202.75,2276.65,2183.7,2240.11,485.5378,1703203199999,1082374.982845,4221,288.3267,643233.487621,0,2023-12-21
1703203200000,2239.07,2340.76,2231.88,2326.43,871.1944,1703289599999,2005775.922929,6315,425.8494,978998.008664,0,2023-12-22
1703289600000,2324.27,2329.86,2267.34,2307.59,359.3945,1703375999999,823885.496411,2629,197.8199,453332.482246,0,2023-12-23
1703376000000,2309.25,2325.55,2247.92,2263.72,477.6734,1703462399999,1093535.263699,3069,197.0935,452184.194214,0,2023-12-24
1703462400000,2264.37,2302.27,2254.27,2272.21,292.0462,1703548799999,664613.327365,2393,167.916,382211.653105,0,2023-12-25
1703548800000,2272.21,2275.23,2185.72,2232.35,419.2747,1703635199999,934044.734128,3305,164.789,367029.787736,0,2023-12-26
1703635200000,2231.99,2385.14,2213.93,2372.18,831.688,1703721599999,1926417.895082,6372,514.2004,1190666.71468,0,2023-12-27
1703721600000,2372.2,2441.29,2336.0,2339.83,947.0934,1703807999999,2258655.7966143,6168,477.83431,1142068.4290673,0,2023-12-28
1703808000000,2342.83,2384.3,2257.34,2298.84,665.4514,1703894399999,1547825.062881,4588,337.5014,786608.170135,0,2023-12-29
1703894400000,2298.84,2323.0,2268.52,2293.4,242.9651,1703980799999,558793.150386,2032,129.4243,298124.890063,0,2023-12-30
1703980800000,2290.87,2320.0,2262.86,2280.61,239.4432,1704067199999,549320.951767,2012,120.6606,277052.724989,0,2023-12-31
